study,instrument,hedges_g,hedges_g_absolute
"Malouff, 1988",bdi-1,1.007154233383218,1.007154233383218
"Mansour, 2022",bdi-2,0.3877343106643803,0.3877343106643803
"Martin, 2015",bdi-2,1.678828988863809,1.678828988863809
"Martin, 2015",phq-9,1.168371748437679,1.168371748437679
"Matsuzaka, 2017",phq-9,0.07328833877730338,0.07328833877730338
"Matsuzaka, 2017",hdrs,-0.04064511094791186,0.04064511094791186
"McClay, 2015",phq-9,0.8459217092428891,0.8459217092428891
"McCusker, 2021",ces-d,0.6605720232855653,0.6605720232855653
"McIndoo, 2016",hdrs,1.36207667368394,1.36207667368394
"McIndoo, 2016",bdi-2,1.026932046859557,1.026932046859557
"McIndoo, 2016",hdrs,1.082907829664926,1.082907829664926
"McIndoo, 2016",bdi-2,0.7078005733275302,0.7078005733275302
"McKee, 2006",bdi-2,0.07319313645997816,0.07319313645997816
"Mennen, 2021",ces-d,0.385415302826265,0.385415302826265
"Merza, 2023",epds,0.8109123297362528,0.8109123297362528
"Michalak, 2015",hdrs,0.7581506150419827,0.7581506150419827
"Michalak, 2015",bdi-1,0.5254506136728472,0.5254506136728472
"Michalak, 2015",bdi-1,0.5008491188131242,0.5008491188131242
"Michalak, 2015",hdrs,0.3533956759651077,0.3533956759651077
"Milgrom, 2005",bdi-1,0.8480016357343937,0.8480016357343937
"Milgrom, 2005",bdi-1,0.6236762559236368,0.6236762559236368
"Milgrom, 2005",bdi-1,0.6925732485326607,0.6925732485326607
"Milgrom, 2011",bdi-2,0.6536234555124266,0.6536234555124266
"Milgrom, 2011",bdi-2,0.06714969742439747,0.06714969742439747
"Milgrom, 2015b",bdi-2,0.5664995086974491,0.5664995086974491
"Milgrom, 2016",bdi-2,0.828511190386603,0.828511190386603
"Milgrom, 2021",bdi-2,-0.221611354090969,0.221611354090969
"Milgrom, 2021",bdi-2,0.746807148310505,0.746807148310505
"Miller, 2002",hdrs,0.449695972054195,0.449695972054195
"Miranda, 2003",hdrs,0.1586837332208443,0.1586837332208443
"Mohr, 2000",poms-d,0.5671467468440993,0.5671467468440993
"Mohr, 2011",phq-9,0.2922607411714662,0.2922607411714662
"Mohr, 2011",hdrs,0.2778798196863868,0.2778798196863868
"Mohr, 2013",phq-9,0.3964968531593189,0.3964968531593189
"Mohr, 2013",phq-9,0.5174917348840452,0.5174917348840452
"Moldovan, 2013",bdi-2,0.6421451639196882,0.6421451639196882
"Moldovan, 2013",bdi-2,0.5913924246147311,0.5913924246147311
"Moldovan, 2013",bdi-2,-0.1164275680274733,0.1164275680274733
"Montero-Marin, 2016",bdi-2,0.07735381336107068,0.07735381336107068
"Montero-Marin, 2016",bdi-2,0.1208953530036693,0.1208953530036693
"Moon, 2021",hdrs,2.191697549287077,2.191697549287077
"Moon, 2021",bdi,1.632792581306647,1.632792581306647
"Mossey, 1996",gds,0.2051104080321741,0.2051104080321741
"Mueller-Weinitschke, 2023",qids-c,0.7052113466041924,0.7052113466041924
"Mueller-Weinitschke, 2023",phq-9,0.9674545427008692,0.9674545427008692
"Mukhtar, 2011",bdi-1,4.827285061807151,4.827285061807151
"Mulcahy, 2010",bdi-2,0.6332018787773689,0.6332018787773689
"Mulcahy, 2010",epds,0.6312290806244415,0.6312290806244415
"Mulcahy, 2010",hdrs,0.5375851534079684,0.5375851534079684
"Musa, 2021",bdi-2,0.4905691553769589,0.4905691553769589
"Mynors-Wallis, 1995",bdi-1,0.6896478601582152,0.6896478601582152
"Mynors-Wallis, 1995",hdrs,0.6628822487337193,0.6628822487337193
"Nadort, 2022",bdi-2,0.06162231365350405,0.06162231365350405
"Naeem, 2013",hads-d,1.115693004541672,1.115693004541672
"Naeem, 2015",hads-d,0.8595652588561823,0.8595652588561823
"Nakagawa, 2017",hdrs,0.8388010020139219,0.8388010020139219
"Nakagawa, 2017",bdi-2,0.2413381783753632,0.2413381783753632
"Nakagawa, 2017",qids-sr,0.1069568089274348,0.1069568089274348
"Nakimuli-Mpungu, 2015",srq-20,0.053225474583709013,0.053225474583709013
"Nakimuli-Mpungu, 2020",mini,2.612503126466322,2.612503126466322
"Nasrin, 2017",phq-9,1.742337293269651,1.742337293269651
"Neugebauer, 2006",hdrs,0.1505710494605209,0.1505710494605209
"Newby, 2013",phq-9,1.00168334639203,1.00168334639203
"Newby, 2014",bdi-2,0.0985759894185636,0.0985759894185636
"Newby, 2017",k-10,1.056767683384833,1.056767683384833
"Newby, 2017",phq-9,0.776390242634289,0.776390242634289
"Nezu, 1986",mmpi-d,4.443877737141469,4.443877737141469
"Nezu, 1986",bdi-1,2.009207340070736,2.009207340070736
"Nezu, 1986",mmpi-d,1.411679349547702,1.411679349547702
"Nezu, 1986",bdi-1,0.401110951712766,0.401110951712766
"Nezu, 1989",bdi-1,3.090003635912475,3.090003635912475
"Nezu, 1989",hdrs,2.612263099794866,2.612263099794866
"Nezu, 1989",bdi-1,1.806630320047334,1.806630320047334
"Nezu, 1989",hdrs,1.312614324183069,1.312614324183069
"Ng, 2013",gds,1.431781494987926,1.431781494987926
"Ngai, 2015",epds,0.4423200135235534,0.4423200135235534
"Niedermoser, 2020",hdrs,0.5659844714494072,0.5659844714494072
"Niedermoser, 2020",bdi-2,0.4892028091485938,0.4892028091485938
"Nobis, 2015",ces-d,0.8914533959530573,0.8914533959530573
"Nobis, 2015",hads-d,0.8191106228780906,0.8191106228780906
"Nollett, 2016",gds,-0.0677210778628538,0.0677210778628538
"Nollett, 2016",gds,-0.1765364607176054,0.1765364607176054
"Noone, 2022",phq-9,0.01801162745759852,0.01801162745759852
"Noone, 2022",csdd,0.2368300041442814,0.2368300041442814
"Northwood, 2020",hscl-d,0.9190141993855055,0.9190141993855055
"Nyström, 2017",phq-9,0.6490930283751125,0.6490930283751125
"Nyström, 2017",phq-9,0.972768358252414,0.972768358252414
"O'Hara, 2000",hdrs,1.192980774668956,1.192980774668956
"O'Hara, 2000",bdi-1,1.088835687082284,1.088835687082284
"O'Mahen, 2013a",bdi-2,3.660859410418572,3.660859410418572
"O'Neil, 2014",phq-9,0.3517011448754782,0.3517011448754782
"O'Neil, 2014",cds,-0.1203459966371895,0.1203459966371895
"Oehler, 2020",ids-sr,0.2328340946259702,0.2328340946259702
"Oehler, 2020",phq-9,0.1347449470644851,0.1347449470644851
"Okeke, 2023",hdrs-17,5.241898380061672,5.241898380061672
"Olukolade, 2017",bdi-2,1.951577832792298,1.951577832792298
"Olukolade, 2017",bdi-2,-0.1443266017059234,0.1443266017059234
"Omidi, 2013",bsi-d,1.633386194699967,1.633386194699967
"Omidi, 2013",bsi-d,1.531930301788044,1.531930301788044
"Onuigbo, 2019",bdi-2,1.735979581400376,1.735979581400376
"Otu, 2023",bdi-2,1.876661078729285,1.876661078729285
"Pace, 1993",bdi-1,0.7416271729216944,0.7416271729216944
"Pagoto, 2013",bdi-1,0.4839610115633194,0.4839610115633194
"Pagoto, 2013",hdrs,0.2966538323197673,0.2966538323197673
"Pan, 2023",epds,0.481721941202921,0.481721941202921
"Patel, 2017",bdi-2,0.5179141620231908,0.5179141620231908
"Pecheur, 1984",hdrs,2.253982653024657,2.253982653024657
"Pecheur, 1984",bdi-1,1.929904771352606,1.929904771352606
"Pecheur, 1984",hdrs,1.828158844890252,1.828158844890252
"Pecheur, 1984",bdi-1,1.700441575845068,1.700441575845068
"Peden, 2000",bdi-1,1.125539558381993,1.125539558381993
"Pellas, 2022",madrs-sr,0.8332364235025991,0.8332364235025991
"Pellas, 2022",gds,0.6752419421268098,0.6752419421268098
"Pellas, 2022",phq-9,0.5631996019585928,0.5631996019585928
"Penckofer, 2012",ces-d,0.780800722503297,0.780800722503297
"Perini, 2009",phq-9,0.846990515129698,0.846990515129698
"Perini, 2009",bdi-2,0.6138469441683962,0.6138469441683962
"Perini, 2009",k-10,0.2224872636044703,0.2224872636044703
"Petersen, 2014",phq-9,0.9214600666649292,0.9214600666649292
"Pibernik-Okanovic, 2009",ces-d,-0.138791942000791,0.138791942000791
"Pibernik-Okanovic, 2015",ces-d,0.08245819889817266,0.08245819889817266
"Piers, 2023",bdi-2,1.613718411108946,1.613718411108946
"Pihlaja, 2020",bdi-1,0.4714827128522661,0.4714827128522661
"Pinniger, 2012",DASS-21-D,0.5737196484073697,0.5737196484073697
"Poleshuck, 2014",hdrs,0.2113745201922348,0.2113745201922348
"Poleshuck, 2014",bdi-1,0.130415048681225,0.130415048681225
"Pot, 2010",ces-d,0.3868841792296629,0.3868841792296629
"Pots, 2014",ces-d,0.4929824511500057,0.4929824511500057
"Pots, 2016",ces-d,0.5581644974363617,0.5581644974363617
"Pott, 2022",phq-9,0.8558498099276116,0.8558498099276116
"Power, 2012",bdi-1,0.6586300442263597,0.6586300442263597
"Power, 2012",bdi-1,0.3610053956500547,0.3610053956500547
"Powers, 2023",phq-9,0.5934566179797517,0.5934566179797517
"Prendergast, 2001",madrs,0.5107486077650927,0.5107486077650927
"Prendergast, 2001",epds,-0.3149126765288585,0.3149126765288585
"Preschl, 2012",bdi-2,0.7122292030205503,0.7122292030205503
"Propst, 1992",bdi-1,1.411842087440458,1.411842087440458
"Propst, 1992",bdi-1,1.2101364665696,1.2101364665696
"Propst, 1992",hdrs,0.9664094649790587,0.9664094649790587
"Propst, 1992",bdi-1,0.895004478982565,0.895004478982565
"Propst, 1992",hdrs,0.8337075242978697,0.8337075242978697
"Propst, 1992",bdi-1,0.7568886355122315,0.7568886355122315
"Propst, 1992",hdrs,0.7502907381859661,0.7502907381859661
"Propst, 1992",hdrs,0.5217774049589917,0.5217774049589917
"Propst, 1992",bdi-1,0.48510902310126,0.48510902310126
"Propst, 1992",bdi-1,0.4751087036413564,0.4751087036413564
"Propst, 1992",hdrs,0.225152387215849,0.225152387215849
"Propst, 1992",bdi-1,0.1668999988030946,0.1668999988030946
"Propst, 1992",hdrs,-0.0819727392371202,0.0819727392371202
"Propst, 1992",hdrs,-0.2028516839785309,0.2028516839785309
"Propst, 1992",hdrs,-0.2074423866035036,0.2074423866035036
"Propst, 1992",bdi-1,-0.4503457867860687,0.4503457867860687
"Psaros, 2022",epds,1.932147218367847,1.932147218367847
"Psarraki, 2021",bdi-2,0.633486997519617,0.633486997519617
"Psarraki, 2021",dass-d,0.4444634835414513,0.4444634835414513
"Puckering, 2010",epds,0.8190474076603095,0.8190474076603095
"Pugh, 2016",epds,1.053961808174248,1.053961808174248
"Pugh, 2016",dass-d,0.8770697563915089,0.8770697563915089
"Qiu, 2013",hdrs,2.167056162016398,2.167056162016398
"Raevuori, 2021",phq-9,-0.2581432126997485,0.2581432126997485
"Rahman, 2008",hdrs,0.7235902837414354,0.7235902837414354
"Raji, 2022",bdi-2,1.058722937793508,1.058722937793508
"Ransom, 2008",bdi-2,0.1600814347663584,0.1600814347663584
"Raue, 2019",hdrs,0.7942033674281689,0.7942033674281689
"Raya-Tena, 2021",bdi-2,0.06119893088723535,0.06119893088723535
"Rehm, 1981",mmpi-d,0.6696077606694117,0.6696077606694117
"Rehm, 1981",mmpi-d,0.5692685453771481,0.5692685453771481
"Rehm, 1981",hdrs,0.4878858829138038,0.4878858829138038
"Rehm, 1981",bdi-1,0.3839952010414468,0.3839952010414468
"Rehm, 1981",bdi-1,0.2136574226544483,0.2136574226544483
"Rehm, 1981",hdrs,0.1625417563655259,0.1625417563655259
"Rehm, 1981",bdi-1,1.281806135118649,1.281806135118649
"Rehm, 1981",mmpi-d,0.7000284290233895,0.7000284290233895
"Rehm, 1981",hdrs,0.692778314161764,0.692778314161764
"Rehm, 1981",hdrs,0.5849055511141288,0.5849055511141288
"Rehm, 1981",mmpi-d,0.3179979399573312,0.3179979399573312
"Rehm, 1981",bdi-1,0.09928644023012091,0.09928644023012091
"Reins, 2019",hdrs,0.3163817550075087,0.3163817550075087
"Reins, 2019",qids,0.3015155960945702,0.3015155960945702
"Reins, 2019",phq-9,0.2836912337069079,0.2836912337069079
"Richards, 2015",bdi-2,0.6457756840041545,0.6457756840041545
"Richards, 2018",bdi-2,-0.4240995631975775,0.4240995631975775
"Rief, 2018",bdi-2,0.7759862764197136,0.7759862764197136
"Rief, 2018",bdi-2,0.5276671231739167,0.5276671231739167
"Rief, 2018",bdi-2,0.8169713817817121,0.8169713817817121
"Ritvo, 2021",bdi-2,0.4429331652651233,0.4429331652651233
"Ritvo, 2021",hdrs-24,0.6945161997272655,0.6945161997272655
"Rizvi, 2015",bdi-1,0.2968944161610539,0.2968944161610539
"Rohan, 2007",sigh-sad,1.836283351850075,1.836283351850075
"Rohan, 2007",bdi-2,1.604402966715466,1.604402966715466
"Rohan, 2007",hdrs,1.504001742017416,1.504001742017416
"Rohan, 2007",sigh-sad,1.024460880061946,1.024460880061946
"Rohan, 2007",bdi-2,0.9865065289230883,0.9865065289230883
"Rohan, 2007",hdrs,0.8777873123371022,0.8777873123371022
"Rohde, 2014b",k-sads,0.0897284533648171,0.0897284533648171
"Rohde, 2016",bdi-1,0.8042391436482964,0.8042391436482964
"Rohde, 2016",k-sads,0.6112650109777364,0.6112650109777364
"Rohricht, 2013",hdrs,0.9204737210108966,0.9204737210108966
"Ross, 1985",bdi-1,1.48349278994312,1.48349278994312
"Ross, 1985",madrs,1.471615614819129,1.471615614819129
"Rosso, 2017",k-10,0.9379218812090959,0.9379218812090959
"Rosso, 2017",hdrs,0.7856270417333634,0.7856270417333634
"Rosso, 2017",phq-9,0.781184172463377,0.781184172463377
"Rude, 1986",bdi-1,1.0279,1.0279
"Russell, 2020",phq-9,0.5233193839970005,0.5233193839970005
"Russell, 2020",bdi-2,0.4258552380172741,0.4258552380172741
"Russell, 2020",hdrs,-0.06753901297032087,0.06753901297032087
"Ruwaard, 2009",scl,0.8473307150458569,0.8473307150458569
"Ruwaard, 2009",bdi-1,0.8309268642201759,0.8309268642201759
"Ruwaard, 2009",dass-d,0.5196580409603351,0.5196580409603351
"Ruzickova, 2021",bdi-2,0.6425810780430298,0.6425810780430298
"Sadler, 2018",gds,4.193959052549055,4.193959052549055
"Sadler, 2018",gds,2.630199725987494,2.630199725987494
"Safren, 2009",bdi-1,0.7217847058602982,0.7217847058602982
"Safren, 2009",hdrs,0.5687696316956278,0.5687696316956278
"Safren, 2014",madrs,0.6521215564504114,0.6521215564504114
"Safren, 2016",ces-d,0.464531708634902,0.464531708634902
"Safren, 2016",madrs,0.2251938456002662,0.2251938456002662
"Safren, 2016",ces-d,0.5163258505738664,0.5163258505738664
"Safren, 2016",madrs,0.3312780810254485,0.3312780810254485
"Safren, 2021",hdrs,0.6537837644387154,0.6537837644387154
"Safren, 2021",ces-d,0.6333214234249586,0.6333214234249586
"Saisanan, 2020",gds,1.115974616541224,1.115974616541224
"Saisanan, 2020",dass-d,1.176951512079013,1.176951512079013
"Salamanca-Sanabria, 2020",phq-9,0.8979869897946529,0.8979869897946529
"Saloheimo, 2016",hdrs,0,0
"Saloheimo, 2016",hdrs,0.4573746380266338,0.4573746380266338
"Sanabria-Mazo, 2023",dass21-d,0.3294896707515712,0.3294896707515712
"Sanabria-Mazo, 2023",dass21-d,0.4545562098847115,0.4545562098847115
"Sander, 2020",phq-9,0.4228442869350698,0.4228442869350698
"Savard, 2006",hdrs,1.100693393194569,1.100693393194569
"Savard, 2006",bdi-1,0.6856343146443385,0.6856343146443385
"Savard, 2006",hads-d,0.222178303807082,0.222178303807082
"Savari, 2021",bdi-2,1.65067467038298,1.65067467038298
"Scazufca, 2022",phq-9,0.3814831265697588,0.3814831265697588
"Schlicker, 2020",ces-d,0.4255327782727576,0.4255327782727576
"Schlicker, 2020",qids-sr,0.2972395787239631,0.2972395787239631
"Schmidt, 1983",bdi-1,1.803864752433566,1.803864752433566
"Schmidt, 1983",bdi-1,1.713044640700202,1.713044640700202
"Schmidt, 1983",dacl,1.67464961929458,1.67464961929458
"Schmidt, 1983",sds,1.615398896269395,1.615398896269395
"Schmidt, 1983",dacl,1.574333469689568,1.574333469689568
"Schmidt, 1983",poms-d,1.563838826915612,1.563838826915612
"Schmidt, 1983",mmpi-d,1.407995752366101,1.407995752366101
"Schmidt, 1983",dacl,1.339880644609988,1.339880644609988
"Schmidt, 1983",sds,1.317578789214766,1.317578789214766
"Schmidt, 1983",poms-d,1.306869447672771,1.306869447672771
"Schmidt, 1983",bdi-1,1.286211663891911,1.286211663891911
"Schmidt, 1983",mmpi-d,1.257716804640345,1.257716804640345
"Schmidt, 1983",sds,1.072235608638811,1.072235608638811
"Schmidt, 1983",mmpi-d,1.040045627466052,1.040045627466052
"Schmidt, 1983",poms-d,0.889040775408262,0.889040775408262
"Schmidt, 1983",sds,0.728456669559321,0.728456669559321
"Schmidt, 1983",bdi-1,0.671444961141847,0.671444961141847
"Schmidt, 1983",poms-d,0.6249682336853978,0.6249682336853978
"Schmidt, 1983",dacl,0.5476969860858141,0.5476969860858141
"Schmidt, 1983",mmpi-d,0.2657175305334373,0.2657175305334373
"Schramm, 2020",bdi-1,1.149376788069527,1.149376788069527
"Schramm, 2020",hdrs-24,0.759175860697386,0.759175860697386
"Schulberg, 1996",hdrs,0.4372419879622241,0.4372419879622241
"Schuster, 2017",ces-d,0.8468053749401627,0.8468053749401627
"Scogin, 1987",hdrs,1.758419629977456,1.758419629977456
"Scogin, 1987",gds,1.187665837800099,1.187665837800099
"Scogin, 1987",bdi-1,1.080793291653484,1.080793291653484
"Scogin, 1987",hdrs,0.9175397132832263,0.9175397132832263
"Scogin, 1987",gds,0.8600707419994271,0.8600707419994271
"Scogin, 1987",bdi-1,0.714041195786922,0.714041195786922
"Scogin, 1989",hdrs,1.497590136720461,1.497590136720461
"Scogin, 1989",hdrs,0.9554951711611469,0.9554951711611469
"Scogin, 1989",gds,0.6007665221408355,0.6007665221408355
"Scogin, 1989",gds,-0.2711985241709163,0.2711985241709163
"Scogin, 2018",hscl-d,0.3995523640216056,0.3995523640216056
"Scott, 1990",bdi-1,0.8226754020516572,0.8226754020516572
"Scott, 1990",bdi-1,0.5463296243088759,0.5463296243088759
"Scott, 1992",hdrs,0.5250405016840118,0.5250405016840118
"Scott, 1992",hdrs,0.2453402755110318,0.2453402755110318
"Scott, 1997",hdrs,0.4841853613358375,0.4841853613358375
"Scott, 1997",bdi-1,0.4614497521033967,0.4614497521033967
"Segal, 2020",phq-9,0.5685633322699021,0.5685633322699021
"Segre, 2015",hdrs,0.4223402235582153,0.4223402235582153
"Segre, 2015",idas-gd,0.2019188350842882,0.2019188350842882
"Segre, 2015",epds,0.1325080177768215,0.1325080177768215
"Selmi, 1990",hdrs,2.016945578162613,2.016945578162613
"Selmi, 1990",hdrs,1.630908204014315,1.630908204014315
"Selmi, 1990",bdi-1,1.046229079245723,1.046229079245723
"Selmi, 1990",bdi-1,0.7545611582701721,0.7545611582701721
"Selmi, 1990",scl,0.7176476259143256,0.7176476259143256
"Selmi, 1990",scl,0.7043094475525414,0.7043094475525414
"Serfaty, 2009",bdi-2,0.1791316839267119,0.1791316839267119
"Serfaty, 2009",bdi-2,0.1710952892166047,0.1710952892166047
"Serfaty, 2020",phq-9,0.1901805332014216,0.1901805332014216
"Serfaty, 2020",bdi-2,0.009000324359347217,0.009000324359347217
"Serrano-Selva, 2012",gds,0.4766240481333495,0.4766240481333495
"Serrano-Selva, 2012",mini,0.2948114717919549,0.2948114717919549
"Serrano, 2004",ces-d,0.9530687097187186,0.9530687097187186
"Shan, 2022",phq-9,0.7711184709543853,0.7711184709543853
"Shan, 2022",hrds-17,0.6297473696078806,0.6297473696078806
"Shaw, 1977",bdi-1,2.1131,2.1131
"Shaw, 1977",bdi-1,0.988,0.988
"Shaw, 1977",bdi-1,0.8982,0.8982
"Sheeber, 2012",bdi-1,0.8402298940586385,0.8402298940586385
"Sheeber, 2017",phq-9,0.3133596930233566,0.3133596930233566
"Sheeber, 2017",hdrs,0.3083201258054336,0.3083201258054336
"Shih, 2021",hdrs,0.5123632369966732,0.5123632369966732
"Sikander, 2019",phq-9,0.2713785972725771,0.2713785972725771
"Simoni, 2013",madrs,0.1171738584651106,0.1171738584651106
"Simoni, 2013",bdi-1,-0.4354464584447455,0.4354464584447455
"Simpson, 2003",bdi-1,-0.05761736525261921,0.05761736525261921
"Simson, 2008",hads-d,0.2288358611174356,0.2288358611174356
"Sinniah, 2017",bdi-1,1.21954997256311,1.21954997256311
"Sinniah, 2017",dass-d,0.2004859436843421,0.2004859436843421
"Sirey, 2021",madrs,0.7923723938753539,0.7923723938753539
"Sloane, 1985",hdrs,0.2004401406985468,0.2004401406985468
"Sloane, 1985",bdi-1,-0.0290583314500177,0.0290583314500177
"Smit, 2006",cidi -adapt.,0.2903780376290941,0.2903780376290941
"Smit, 2006",cidi -adapt.,0.04323745585788741,0.04323745585788741
"Smit, 2006",cidi -adapt.,-0.1750711776561165,0.1750711776561165
"Smith, 2017",k-10,0.9086578774337296,0.9086578774337296
"Smith, 2017",phq-9,0.8550237507979134,0.8550237507979134
"Smith, 2017",phq-9,0.9845176228029812,0.9845176228029812
"Smith, 2017",k-10,0.8337666376520048,0.8337666376520048
"Songprakun, 2012",ces-d,0.6028,0.6028
"Spek, 2007",bdi-2,0.2667665966942009,0.2667665966942009
"Spek, 2007",bdi-2,0.3039601778644102,0.3039601778644102
"Spinelli, 2003",cgi,1.093533490173229,1.093533490173229
"Spinelli, 2003",epds,0.71343430922004,0.71343430922004
"Spinelli, 2003",bdi-1,0.6876386984045747,0.6876386984045747
"Spinelli, 2003",hdrs,0.5239901086250702,0.5239901086250702
"Spinelli, 2013",hdrs,-0.149845429598611,0.149845429598611
"Spruill, 2021",phq-9,0.1199208341541726,0.1199208341541726
"Sreevani, 2013",bdi-2,0.9151858751217484,0.9151858751217484
"Steel, 2020",bdi,0.3222326782676584,0.3222326782676584
"Stiles-Shields, 2018",phq-9,0.9311597096558435,0.9311597096558435
"Stiles-Shields, 2018",phq-9,1.508554977570946,1.508554977570946
"Strauss, 2012",bdi-2,1.825875152613354,1.825875152613354
"Strong, 2008",scl,0.3678571167509757,0.3678571167509757
"Sugg, 2018",phq-9,0.6441889823192318,0.6441889823192318
"Sun, 2022",ces-d,1.654808946763166,1.654808946763166
"Sun, 2022",hdrs-17,0.6823998196928044,0.6823998196928044
"Swartz, 2008",bdi-1,0.8781814026102082,0.8781814026102082
"Swartz, 2008",hdrs,0.8200463116996582,0.8200463116996582
"Szumska, 2020",hads-d,1.422900664448871,1.422900664448871
"Takagaki, 2016",bdi-2,0.8913565735175716,0.8913565735175716
"Talbot, 2011",hdrs,0.3314325566905512,0.3314325566905512
"Talbot, 2011",bdi-2,0.2844949995009733,0.2844949995009733
"Taylor, 1977",bdi-1,2.571540076859883,2.571540076859883
"Taylor, 1977",bdi-1,2.041292357149803,2.041292357149803
"Taylor, 1977",bdi-1,1.62517708133686,1.62517708133686
"Taylor, 1977",d-30,1.46734363953789,1.46734363953789
"Taylor, 1977",d-30,1.003831307256732,1.003831307256732
"Taylor, 1977",d-30,0.8765555990168779,0.8765555990168779
"Taylor, 2009",hdrs,1.943893477948266,1.943893477948266
"Taylor, 2009",bdi-1,1.216518838614831,1.216518838614831
"Teasdale, 1984",bdi-1,1.463706173955696,1.463706173955696
"Teichman, 1995",bdi-1,1.226574573180598,1.226574573180598
"Teichman, 1995",bdi-1,0.2626895685526205,0.2626895685526205
"Teri, 1997",sads (rdc & dsm-iii-r),1.166288391062941,1.166288391062941
"Teri, 1997",dsm,1.15720514814189,1.15720514814189
"Teri, 1997",sads (rdc & dsm-iii-r),0.797326159715838,0.797326159715838
"Teri, 1997",dsm,0.7924644148395218,0.7924644148395218
"Thomas, 2019",phq-9,0.7026820689185121,0.7026820689185121
"Thomas, 2019",sadq-h,-0.7042999809943572,0.7042999809943572
"Titov, 2010",phq-9,1.261720985956675,1.261720985956675
"Titov, 2010",bdi-2,1.073086395106175,1.073086395106175
"Titov, 2010",k-10,0.8540672414362539,0.8540672414362539
"Titov, 2010",sds,0.788158346674908,0.788158346674908
"Titov, 2010",phq-9,1.258471036209074,1.258471036209074
"Titov, 2010",bdi-2,1.078431296527723,1.078431296527723
"Titov, 2010",sds,0.8356503934267913,0.8356503934267913
"Titov, 2010",k-10,0.7037624660193511,0.7037624660193511
"Titov, 2015a",phq-9,2.254085454355351,2.254085454355351
"Tobin, 2017",ces-d,0.04705669426722773,0.04705669426722773
"Tomasino, 2017",phq-9,0.6328899767666382,0.6328899767666382
"Tomasino, 2017",phq-9,0.3633864714231049,0.3633864714231049
"Tong, 2020",hdrs,0.6251592673253835,0.6251592673253835
"Tonning, 2021",hdrs-17,0.053169643526245,0.053169643526245
"Tonning, 2021",bdi-21,0.0413770768532962,0.0413770768532962
"Tonning, 2021",hdrs-6,0.067631230717197,0.067631230717197
"Tovote, 2014",hdrs,0.5908092982435373,0.5908092982435373
"Tovote, 2014",bdi-2,0.5678662663737497,0.5678662663737497
"Tovote, 2014",hdrs,0.6953921478908164,0.6953921478908164
"Tovote, 2014",bdi-2,0.5407255926614468,0.5407255926614468
"Town, 2017",hdrs,1.534965241500829,1.534965241500829
"Town, 2017",phq-9,1.4551882078212,1.4551882078212
"Trevillion, 2020",epds,0.4875639988048197,0.4875639988048197
"Tulbure, 2018",qids-sr,0.885506292877247,0.885506292877247
"Tulbure, 2018",bdi-2,0.7585353874525677,0.7585353874525677
"Tulbure, 2018",bdi-2,0.8643973585964593,0.8643973585964593
"Tulbure, 2018",qids-sr,0.8547241532350668,0.8547241532350668
"Turner, 1979",dacl,1.10574585335117,1.10574585335117
"Turner, 1979",dacl,1.10574585335117,1.10574585335117
"Turner, 1979",dacl,0.6632695703637239,0.6632695703637239
"Turner, 2013",bdi-2,-0.09903311843766445,0.09903311843766445
"Tyson, 1987",mmpi-d,0.03005800796932745,0.03005800796932745
"Tyson, 1987",dacl,-0.09954020541383579,0.09954020541383579
"Tyson, 1987",dacl,-0.1041748551222783,0.1041748551222783
"Tyson, 1987",dacl,-0.1768191030429159,0.1768191030429159
"Tyson, 1987",mmpi-d,-0.2224632274870597,0.2224632274870597
"Tyson, 1987",mmpi-d,-0.2537389851937707,0.2537389851937707
"Unlu-Ince, 2013",ces-d,NA,NA
"van Bastelaar, 2011",ces-d,0.4915783094704371,0.4915783094704371
"van der Zanden, 2012",ces-d,0.837822653918901,0.837822653918901
"Van Horne, 2022",epds,0.2999995491199564,0.2999995491199564
"Van Lieshout, 2021",epds,0.5089010851626251,0.5089010851626251
"Van Lieshout, 2022",epds,0.5978062927757768,0.5978062927757768
"Van Lieshout, 2023",epds,0.4043894606725935,0.4043894606725935
"Van Luenen, 2018",phq-9,0.6089117859952194,0.6089117859952194
"Van Luenen, 2018",ces-d,0.7635636364103582,0.7635636364103582
"van Schaik, 2006",madrs,0.1127599818374247,0.1127599818374247
"van Schaik, 2006",gds,0.02841918294849038,0.02841918294849038
"Vazquez-Gonzalez, 2013",ces-d,1.537319731649778,1.537319731649778
"Vazquez, 2017",ces-d,2.1415767628712,2.1415767628712
"Vazquez, 2017",ces-d,2.029318440980689,2.029318440980689
"Vazquez, 2020",ces-d,1.141102395531999,1.141102395531999
"Vazquez, 2020",ces-d,1.253877914648812,1.253877914648812
"Vázquez, 2023",ces-d,1.490884360537616,1.490884360537616
"Verduyn, 2003",hdrs,0.2811594859432951,0.2811594859432951
"Verduyn, 2003",bdi-1,0.1176720774443886,0.1176720774443886
"Verduyn, 2003",hdrs,0.2512301803746904,0.2512301803746904
"Verduyn, 2003",bdi-1,0.02031747700643789,0.02031747700643789
"Vernmark, 2010",bdi-1,0.9293583228498851,0.9293583228498851
"Vernmark, 2010",madrs-s,0.800844022083181,0.800844022083181
"Vernmark, 2010",bdi-1,0.5566486406838456,0.5566486406838456
"Vernmark, 2010",madrs-s,0.3559165501004246,0.3559165501004246
"Victor-Aigbodion, 2023",zung,0.49490042156323166,0.49490042156323166
